# JWST blank sky Saha et al.
# https://arxiv.org/pdf/2503.14582
# mass [eV]     photon coupling [GeV^-1]
# Limits from https://arxiv.org/abs/2503.14582
# mass [eV]	photon coupling [GeV^-1]
6.726053e-01	4.826628e-11
6.726086e-01	5.722767e-11
6.726159e-01	5.043801e-11
6.726159e-01	5.755982e-11
6.726161e-01	2.121387e-11
6.726163e-01	5.942654e-11
6.726200e-01	3.551039e-11
6.726298e-01	2.423415e-11
6.726301e-01	4.043308e-11
6.726301e-01	5.317730e-11
6.726341e-01	5.102638e-11
6.726368e-01	3.414275e-11
6.726372e-01	3.035664e-11
6.726395e-01	4.509475e-11
6.726395e-01	5.560182e-11
6.726402e-01	5.471876e-11
6.726413e-01	4.205629e-11
6.726422e-01	1.615552e-11
6.726423e-01	3.190363e-11
6.726428e-01	3.115085e-11
6.726431e-01	5.584533e-11
6.726521e-01	5.594344e-11
6.726539e-01	3.216015e-11
6.726542e-01	3.827386e-11
6.726618e-01	5.700034e-11
6.726669e-01	2.904623e-11
6.726671e-01	3.141973e-11
6.726690e-01	4.804634e-11
6.726723e-01	5.537254e-11
6.726723e-01	3.588422e-11
6.726727e-01	3.983766e-11
6.726760e-01	4.225940e-11
6.726772e-01	3.617715e-11
6.726783e-01	3.745177e-11
6.726929e-01	2.016578e-11
6.727000e-01	4.787057e-11
6.727018e-01	5.313099e-11
6.727140e-01	4.389320e-11
6.727166e-01	2.983851e-11
6.727215e-01	3.237892e-11
6.727266e-01	4.846427e-11
6.727374e-01	2.074347e-11
6.727413e-01	3.547746e-11
6.727511e-01	2.399068e-11
6.727514e-01	4.031070e-11
6.727515e-01	5.501653e-11
6.727553e-01	5.242706e-11
6.727585e-01	5.879497e-11
6.727634e-01	1.601861e-11
6.727635e-01	3.039566e-11
6.727641e-01	2.752722e-11
6.727645e-01	5.423438e-11
6.727752e-01	3.122171e-11
6.727756e-01	3.570392e-11
6.727883e-01	2.869517e-11
6.727885e-01	3.153925e-11
6.727903e-01	4.066444e-11
6.727935e-01	5.544214e-11
6.727936e-01	3.678559e-11
6.727941e-01	3.753196e-11
6.727973e-01	4.146104e-11
6.727984e-01	3.344780e-11
6.727996e-01	3.796839e-11
6.728017e-01	4.009272e-11
6.728143e-01	2.005094e-11
6.728214e-01	4.709217e-11
6.728230e-01	5.005418e-11
6.728304e-01	4.579340e-11
6.728353e-01	4.254857e-11
6.728354e-01	5.975949e-11
6.728379e-01	2.980450e-11
6.728428e-01	3.141368e-11
6.728480e-01	4.813884e-11
6.728588e-01	2.040610e-11
6.728626e-01	3.573695e-11
6.728724e-01	2.372618e-11
6.728728e-01	4.104866e-11
6.728728e-01	5.637061e-11
6.728766e-01	5.396950e-11
6.728798e-01	5.407297e-11
6.728807e-01	5.461904e-11
6.728848e-01	1.592672e-11
6.728849e-01	2.883897e-11
6.728854e-01	2.491599e-11
6.728858e-01	5.212858e-11
6.728966e-01	3.076021e-11
6.728969e-01	3.340485e-11
6.729096e-01	2.783958e-11
6.729099e-01	3.122362e-11
6.729117e-01	3.457419e-11
6.729149e-01	5.550986e-11
6.729150e-01	3.889607e-11
6.729155e-01	3.407813e-11
6.729186e-01	3.816475e-11
6.729194e-01	4.700496e-11
6.729197e-01	3.082281e-11
6.729209e-01	3.918752e-11
6.729357e-01	2.004612e-11
6.729424e-01	3.833393e-11
6.729424e-01	5.275303e-11
6.729424e-01	5.004700e-11
6.729428e-01	4.672743e-11
6.729444e-01	4.718475e-11
6.729483e-01	5.483701e-11
6.729566e-01	4.148864e-11
6.729593e-01	2.951699e-11
6.729635e-01	3.649982e-11
6.729639e-01	3.021821e-11
6.729642e-01	3.055454e-11
6.729659e-01	5.100794e-11
6.729662e-01	4.013723e-11
6.729669e-01	4.476807e-11
6.729680e-01	4.894733e-11
6.729694e-01	4.692791e-11
6.729802e-01	2.022893e-11
6.729840e-01	3.592809e-11
6.729938e-01	2.328943e-11
6.729943e-01	4.217779e-11
6.729943e-01	5.663398e-11
6.729978e-01	5.671654e-11
6.730013e-01	4.820690e-11
6.730061e-01	1.583832e-11
6.730062e-01	2.737523e-11
6.730068e-01	2.293269e-11
6.730073e-01	4.971967e-11
6.730180e-01	3.027408e-11
6.730183e-01	3.133201e-11
6.730310e-01	2.668411e-11
6.730313e-01	3.037140e-11
6.730331e-01	3.041581e-11
6.730362e-01	5.558765e-11
6.730364e-01	4.203944e-11
6.730369e-01	3.017526e-11
6.730400e-01	3.298058e-11
6.730410e-01	2.817067e-11
6.730422e-01	4.133831e-11
6.730571e-01	2.009781e-11
6.730593e-01	5.741830e-11
6.730642e-01	4.666088e-11
6.730658e-01	4.493316e-11
6.730696e-01	5.077712e-11
6.730780e-01	4.051343e-11
6.730807e-01	2.875914e-11
6.730855e-01	2.962467e-11
6.730908e-01	4.505186e-11
6.731017e-01	2.022200e-11
6.731054e-01	3.636759e-11
6.731152e-01	2.289500e-11
6.731157e-01	4.388644e-11
6.731157e-01	5.524950e-11
6.731192e-01	5.927133e-11
6.731227e-01	4.174888e-11
6.731275e-01	1.577488e-11
6.731276e-01	2.628705e-11
6.731282e-01	2.132414e-11
6.731285e-01	3.041057e-11
6.731287e-01	4.715603e-11
6.731395e-01	2.965314e-11
6.731398e-01	2.962947e-11
6.731525e-01	2.535209e-11
6.731528e-01	2.903827e-11
6.731546e-01	2.768492e-11
6.731572e-01	3.682526e-11
6.731577e-01	5.565478e-11
6.731579e-01	4.624165e-11
6.731584e-01	2.709598e-11
6.731614e-01	2.837050e-11
6.731624e-01	2.565028e-11
6.731636e-01	4.462332e-11
6.731786e-01	2.015667e-11
6.731857e-01	4.695503e-11
6.731872e-01	4.316600e-11
6.731910e-01	4.806289e-11
6.731995e-01	3.925127e-11
6.732022e-01	2.772360e-11
6.732070e-01	2.872518e-11
6.732075e-01	5.482342e-11
6.732122e-01	4.199650e-11
6.732232e-01	2.037768e-11
6.732268e-01	3.694871e-11
6.732367e-01	2.247356e-11
6.732372e-01	4.661611e-11
6.732373e-01	5.302488e-11
6.732442e-01	3.594835e-11
6.732464e-01	4.557814e-11
6.732490e-01	1.570260e-11
6.732491e-01	2.555096e-11
6.732497e-01	2.008477e-11
6.732503e-01	4.386201e-11
6.732610e-01	2.880371e-11
6.732613e-01	2.825444e-11
6.732693e-01	3.295646e-11
6.732693e-01	3.938585e-11
6.732693e-01	4.022592e-11
6.732740e-01	2.406719e-11
6.732743e-01	2.722914e-11
6.732761e-01	2.588763e-11
6.732791e-01	5.565799e-11
6.732794e-01	5.052337e-11
6.732799e-01	2.460873e-11
6.732820e-01	5.504295e-11
6.732829e-01	2.487543e-11
6.732838e-01	2.362415e-11
6.732905e-01	3.471284e-11
6.732907e-01	4.940459e-11
6.732909e-01	3.316106e-11
6.732929e-01	3.518417e-11
6.732931e-01	5.906018e-11
6.732931e-01	5.501851e-11
6.732932e-01	3.128249e-11
6.732940e-01	3.340261e-11
6.732951e-01	5.332025e-11
6.733001e-01	2.012989e-11
6.733072e-01	4.748998e-11
6.733086e-01	4.175606e-11
6.733125e-01	4.665531e-11
6.733210e-01	3.721457e-11
6.733237e-01	2.645527e-11
6.733284e-01	2.788258e-11
6.733338e-01	3.812978e-11
6.733447e-01	2.070342e-11
6.733483e-01	3.774752e-11
6.733582e-01	2.213784e-11
6.733588e-01	4.987888e-11
6.733588e-01	5.083876e-11
6.733657e-01	3.137677e-11
6.733705e-01	1.561693e-11
6.733706e-01	2.510553e-11
6.733712e-01	1.903330e-11
6.733718e-01	3.987892e-11
6.733825e-01	2.760266e-11
6.733827e-01	5.965171e-11
6.733828e-01	2.720242e-11
6.733863e-01	5.034781e-11
6.733955e-01	2.301285e-11
6.733959e-01	2.568395e-11
6.733977e-01	2.467651e-11
6.734006e-01	5.547014e-11
6.734010e-01	5.409407e-11
6.734015e-01	2.282045e-11
6.734035e-01	4.841303e-11
6.734044e-01	2.245814e-11
6.734053e-01	2.228870e-11
6.734217e-01	2.007355e-11
6.734227e-01	5.745182e-11
6.734288e-01	4.820822e-11
6.734301e-01	4.043319e-11
6.734340e-01	4.650749e-11
6.734425e-01	3.425116e-11
6.734453e-01	2.515846e-11
6.734499e-01	2.703010e-11
6.734553e-01	3.461038e-11
6.734556e-01	2.644223e-11
6.734652e-01	5.342478e-11
6.734663e-01	2.112571e-11
6.734698e-01	3.861858e-11
6.734798e-01	2.204381e-11
6.734804e-01	5.344152e-11
6.734804e-01	4.898344e-11
6.734843e-01	3.056988e-11
6.734873e-01	2.827391e-11
6.734920e-01	1.552660e-11
6.734921e-01	2.477715e-11
6.734927e-01	1.822574e-11
6.734934e-01	3.599899e-11
6.735041e-01	2.627250e-11
6.735043e-01	5.566868e-11
6.735044e-01	2.628681e-11
6.735171e-01	2.226485e-11
6.735175e-01	2.405385e-11
6.735193e-01	2.360663e-11
6.735222e-01	5.498701e-11
6.735226e-01	5.637259e-11
6.735231e-01	2.153956e-11
6.735250e-01	4.151832e-11
6.735260e-01	2.096957e-11
6.735268e-01	2.115792e-11
6.735433e-01	1.992793e-11
6.735442e-01	5.467659e-11
6.735504e-01	4.920475e-11
6.735517e-01	3.902916e-11
6.735555e-01	4.763812e-11
6.735641e-01	3.068509e-11
6.735669e-01	2.407392e-11
6.735715e-01	2.618388e-11
6.735737e-01	4.576418e-11
6.735769e-01	3.180983e-11
6.735868e-01	4.921398e-11
6.735879e-01	2.164261e-11
6.735914e-01	3.960892e-11
6.735965e-01	3.030640e-11
6.735965e-01	5.851012e-11
6.735965e-01	5.970869e-11
6.735965e-01	2.968125e-11
6.735965e-01	3.303221e-11
6.736014e-01	2.209279e-11
6.736021e-01	5.733047e-11
6.736021e-01	4.755025e-11
6.736090e-01	2.592373e-11
6.736136e-01	1.548463e-11
6.736137e-01	2.439657e-11
6.736143e-01	1.766677e-11
6.736151e-01	3.250594e-11
6.736178e-01	2.790499e-11
6.736180e-01	3.961689e-11
6.736181e-01	5.374229e-11
6.736183e-01	3.786243e-11
6.736203e-01	2.799615e-11
6.736204e-01	5.009541e-11
6.736204e-01	4.790162e-11
6.736206e-01	2.483865e-11
6.736206e-01	5.789898e-11
6.736213e-01	2.661250e-11
6.736215e-01	5.820817e-11
6.736224e-01	5.506202e-11
6.736241e-01	5.888570e-11
6.736257e-01	2.486694e-11
6.736259e-01	5.156856e-11
6.736261e-01	2.560531e-11
6.736339e-01	5.856136e-11
6.736388e-01	2.186579e-11
6.736391e-01	2.266197e-11
6.736410e-01	2.265898e-11
6.736438e-01	5.424744e-11
6.736443e-01	5.745556e-11
6.736447e-01	2.052526e-11
6.736466e-01	3.614441e-11
6.736476e-01	2.012279e-11
6.736483e-01	2.033712e-11
6.736650e-01	1.976086e-11
6.736657e-01	5.225423e-11
6.736721e-01	5.026465e-11
6.736733e-01	3.689249e-11
6.736771e-01	5.016668e-11
6.736857e-01	2.712649e-11
6.736885e-01	2.338747e-11
6.736931e-01	2.546952e-11
6.736986e-01	3.013728e-11
6.737085e-01	4.688159e-11
6.737096e-01	2.225743e-11
6.737131e-01	4.069001e-11
6.737137e-01	4.446746e-11
6.737230e-01	2.240168e-11
6.737238e-01	4.718808e-11
6.737306e-01	2.451356e-11
6.737352e-01	1.547832e-11
6.737353e-01	2.381963e-11
6.737359e-01	1.728893e-11
6.737368e-01	2.967320e-11
6.737458e-01	5.372294e-11
6.737474e-01	2.385076e-11
6.737476e-01	4.774128e-11
6.737477e-01	2.516665e-11
6.737555e-01	5.813599e-11
6.737604e-01	2.183013e-11
6.737608e-01	2.189064e-11
6.737627e-01	2.209142e-11
6.737654e-01	5.345545e-11
6.737660e-01	5.739080e-11
6.737664e-01	2.002563e-11
6.737682e-01	3.189794e-11
6.737693e-01	1.964524e-11
6.737699e-01	1.982731e-11
6.737831e-01	2.472620e-11
6.737867e-01	1.969091e-11
6.737873e-01	5.019648e-11
6.737938e-01	5.154183e-11
6.737949e-01	3.504530e-11
6.737987e-01	5.439577e-11
6.738074e-01	2.414771e-11
6.738102e-01	2.313888e-11
6.738118e-01	2.589093e-11
6.738147e-01	2.476450e-11
6.738202e-01	2.932211e-11
6.738303e-01	4.604466e-11
6.738313e-01	2.299485e-11
6.738347e-01	4.168714e-11
6.738447e-01	2.287618e-11
6.738455e-01	4.795759e-11
6.738523e-01	2.400084e-11
6.738569e-01	1.548515e-11
6.738570e-01	2.306984e-11
6.738576e-01	1.700582e-11
6.738585e-01	2.748455e-11
6.738675e-01	4.972563e-11
6.738691e-01	2.327339e-11
6.738693e-01	4.484095e-11
6.738695e-01	2.501328e-11
6.738773e-01	5.892305e-11
6.738822e-01	2.222754e-11
6.738826e-01	2.170454e-11
6.738844e-01	2.173573e-11
6.738871e-01	5.298069e-11
6.738877e-01	5.694319e-11
6.738882e-01	1.983031e-11
6.738899e-01	2.842024e-11
6.738910e-01	1.941873e-11
6.738916e-01	1.974251e-11
6.739014e-01	4.596092e-11
6.739084e-01	1.965275e-11
6.739089e-01	4.837625e-11
6.739155e-01	5.290894e-11
6.739166e-01	3.254433e-11
6.739239e-01	2.866190e-11
6.739240e-01	4.739258e-11
6.739240e-01	4.658289e-11
6.739240e-01	2.529419e-11
6.739240e-01	2.975952e-11
6.739291e-01	2.194504e-11
6.739319e-01	2.346600e-11
6.739364e-01	2.422141e-11
6.739420e-01	2.939218e-11
6.739455e-01	2.237768e-11
6.739457e-01	3.409200e-11
6.739458e-01	3.617023e-11
6.739458e-01	5.966412e-11
6.739459e-01	4.248422e-11
6.739479e-01	2.539858e-11
6.739481e-01	3.915730e-11
6.739481e-01	4.462528e-11
6.739482e-01	2.278056e-11
6.739482e-01	5.993475e-11
6.739490e-01	2.388817e-11
6.739492e-01	5.335756e-11
6.739501e-01	5.446515e-11
6.739503e-01	5.675894e-11
6.739520e-01	4.614381e-11
6.739530e-01	2.390335e-11
6.739564e-01	4.286736e-11
6.739665e-01	2.344819e-11
6.739673e-01	4.956600e-11
6.739741e-01	2.417844e-11
6.739786e-01	1.558111e-11
6.739787e-01	2.211347e-11
6.739793e-01	1.674172e-11
6.739803e-01	2.575130e-11
6.739893e-01	4.803219e-11
6.739909e-01	2.308236e-11
6.739911e-01	4.311351e-11
6.739912e-01	2.501897e-11
6.740039e-01	2.307768e-11
6.740044e-01	2.187865e-11
6.740062e-01	2.168303e-11
6.740088e-01	5.321398e-11
6.740095e-01	5.590431e-11
6.740100e-01	1.985854e-11
6.740116e-01	2.577816e-11
6.740127e-01	1.958132e-11
6.740132e-01	1.975333e-11
6.740302e-01	1.971035e-11
6.740305e-01	4.680862e-11
6.740373e-01	5.469668e-11
6.740383e-01	3.031757e-11
6.740414e-01	4.672283e-11
6.740508e-01	2.048594e-11
6.740537e-01	2.449750e-11
6.740582e-01	2.388767e-11
6.740638e-01	3.051429e-11
6.740739e-01	4.682276e-11
6.740748e-01	2.504668e-11
6.740782e-01	4.438431e-11
6.740883e-01	2.411795e-11
6.740891e-01	5.158566e-11
6.740915e-01	5.659949e-11
6.740959e-01	2.525151e-11
6.741004e-01	1.587215e-11
6.741005e-01	2.122250e-11
6.741011e-01	1.663802e-11
6.741021e-01	2.444917e-11
6.741108e-01	2.377982e-11
6.741111e-01	4.919419e-11
6.741127e-01	2.330338e-11
6.741129e-01	4.325690e-11
6.741130e-01	2.526532e-11
6.741257e-01	2.446178e-11
6.741262e-01	2.244302e-11
6.741280e-01	2.208618e-11
6.741306e-01	5.454925e-11
6.741313e-01	5.497661e-11
6.741318e-01	2.002015e-11
6.741334e-01	2.384825e-11
6.741345e-01	1.986169e-11
6.741350e-01	1.990319e-11
6.741395e-01	2.295460e-11
6.741521e-01	1.977708e-11
6.741523e-01	4.543904e-11
6.741591e-01	5.684270e-11
6.741601e-01	2.859530e-11
6.741726e-01	1.967007e-11
6.741755e-01	2.660192e-11
6.741799e-01	2.374202e-11
6.741856e-01	3.268869e-11
6.741957e-01	4.799034e-11
6.741967e-01	2.649085e-11
6.742000e-01	4.644902e-11
6.742101e-01	2.485448e-11
6.742110e-01	5.385949e-11
6.742132e-01	5.154452e-11
6.742177e-01	2.756968e-11
6.742222e-01	1.626214e-11
6.742223e-01	2.067798e-11
6.742229e-01	1.673975e-11
6.742240e-01	2.361914e-11
6.742293e-01	4.794361e-11
6.742330e-01	5.288801e-11
6.742345e-01	2.399660e-11
6.742347e-01	4.513464e-11
6.742349e-01	2.573193e-11
6.742476e-01	2.612401e-11
6.742481e-01	2.321425e-11
6.742499e-01	2.295633e-11
6.742517e-01	2.773984e-11
6.742518e-01	4.255837e-11
6.742518e-01	4.050081e-11
6.742518e-01	2.451272e-11
6.742518e-01	2.746474e-11
6.742524e-01	5.735989e-11
6.742532e-01	5.442022e-11
6.742537e-01	2.038697e-11
6.742552e-01	2.239250e-11
6.742563e-01	2.031583e-11
6.742567e-01	2.022525e-11
6.742735e-01	1.879773e-11
6.742737e-01	3.099820e-11
6.742737e-01	2.855467e-11
6.742738e-01	4.540494e-11
6.742739e-01	4.310340e-11
6.742739e-01	1.991435e-11
6.742740e-01	4.420603e-11
6.742759e-01	2.669270e-11
6.742761e-01	3.881355e-11
6.742761e-01	4.713853e-11
6.742762e-01	2.331411e-11
6.742769e-01	2.388158e-11
6.742772e-01	5.238438e-11
6.742780e-01	5.267115e-11
6.742782e-01	4.628809e-11
6.742810e-01	5.956805e-11
6.742819e-01	2.746968e-11
6.742944e-01	1.940369e-11
6.742974e-01	3.018912e-11
6.743018e-01	2.417682e-11
6.743074e-01	3.565895e-11
6.743176e-01	4.859102e-11
6.743186e-01	2.828767e-11
6.743218e-01	4.957768e-11
6.743319e-01	2.533366e-11
6.743329e-01	5.555200e-11
6.743350e-01	4.797713e-11
6.743396e-01	3.157985e-11
6.743440e-01	1.681781e-11
6.743442e-01	2.033780e-11
6.743447e-01	1.699418e-11
6.743459e-01	2.324491e-11
6.743549e-01	5.818212e-11
6.743564e-01	2.516044e-11
6.743566e-01	4.782937e-11
6.743568e-01	2.644660e-11
6.743695e-01	2.800101e-11
6.743700e-01	2.442897e-11
6.743718e-01	2.443646e-11
6.743751e-01	5.438114e-11
6.743756e-01	2.091854e-11
6.743771e-01	2.135051e-11
6.743782e-01	2.089033e-11
6.743785e-01	2.090796e-11
6.743958e-01	4.310897e-11
6.743959e-01	1.997196e-11
6.744038e-01	2.684366e-11
6.744163e-01	1.961308e-11
6.744193e-01	3.629675e-11
6.744236e-01	2.500414e-11
6.744293e-01	3.922065e-11
6.744388e-01	2.291191e-11
6.744396e-01	4.892341e-11
6.744405e-01	3.045767e-11
6.744427e-01	5.167755e-11
6.744437e-01	5.421798e-11
6.744539e-01	2.575371e-11
6.744548e-01	5.581197e-11
6.744568e-01	4.691664e-11
6.744616e-01	3.804087e-11
6.744659e-01	1.738336e-11
6.744660e-01	2.028364e-11
6.744666e-01	1.736428e-11
6.744676e-01	2.222859e-11
6.744679e-01	2.314520e-11
6.744784e-01	2.698751e-11
6.744786e-01	5.107207e-11
6.744787e-01	2.735429e-11
6.744914e-01	2.991819e-11
6.744919e-01	2.591037e-11
6.744938e-01	2.686716e-11
6.744971e-01	5.506436e-11
6.744976e-01	2.154897e-11
6.744990e-01	2.076055e-11
6.745001e-01	2.161979e-11
6.745004e-01	2.189510e-11
6.745176e-01	4.223715e-11
6.745178e-01	1.993374e-11
6.745257e-01	2.653255e-11
6.745383e-01	2.023307e-11
6.745412e-01	4.637104e-11
6.745455e-01	2.633792e-11
6.745513e-01	4.289614e-11
6.745576e-01	5.225485e-11
6.745616e-01	4.882817e-11
6.745625e-01	3.299646e-11
6.745758e-01	2.603595e-11
6.745768e-01	5.435614e-11
6.745787e-01	4.806625e-11
6.745799e-01	2.857929e-11
6.745799e-01	4.217225e-11
6.745799e-01	4.191666e-11
6.745799e-01	2.634383e-11
6.745799e-01	2.678563e-11
6.745836e-01	4.817103e-11
6.745879e-01	1.790668e-11
6.745880e-01	2.044793e-11
6.745886e-01	1.786130e-11
6.745899e-01	2.325362e-11
6.746004e-01	2.969873e-11
6.746006e-01	5.415421e-11
6.746007e-01	2.833301e-11
6.746018e-01	1.696381e-11
6.746020e-01	2.953240e-11
6.746020e-01	2.598148e-11
6.746021e-01	3.537853e-11
6.746022e-01	3.909146e-11
6.746042e-01	3.297524e-11
6.746043e-01	5.097652e-11
6.746044e-01	5.457857e-11
6.746045e-01	2.542969e-11
6.746052e-01	2.637380e-11
6.746055e-01	5.259874e-11
6.746063e-01	5.249105e-11
6.746065e-01	3.679066e-11
6.746134e-01	3.152948e-11
6.746139e-01	2.772053e-11
6.746158e-01	3.074224e-11
6.746191e-01	5.617399e-11
6.746196e-01	2.215439e-11
6.746209e-01	2.054347e-11
6.746221e-01	2.254570e-11
6.746223e-01	2.331908e-11
6.746395e-01	4.147809e-11
6.746399e-01	1.981639e-11
6.746476e-01	2.674501e-11
6.746602e-01	2.118493e-11
6.746632e-01	5.925693e-11
6.746675e-01	2.827561e-11
6.746733e-01	4.609014e-11
6.746836e-01	4.818954e-11
6.746845e-01	3.588635e-11
6.746978e-01	2.610284e-11
6.746989e-01	5.157044e-11
6.747006e-01	5.254081e-11
6.747056e-01	5.738939e-11
6.747098e-01	1.825950e-11
6.747100e-01	2.070948e-11
6.747105e-01	1.847396e-11
6.747119e-01	2.363489e-11
6.747224e-01	3.359412e-11
6.747226e-01	5.618274e-11
6.747227e-01	2.944247e-11
6.747354e-01	3.255069e-11
6.747360e-01	2.964033e-11
6.747379e-01	3.603870e-11
6.747412e-01	5.710061e-11
6.747416e-01	2.280656e-11
6.747429e-01	2.070885e-11
6.747441e-01	2.360716e-11
6.747442e-01	2.526490e-11
6.747614e-01	4.096988e-11
6.747619e-01	1.955489e-11
6.747672e-01	2.199187e-11
6.747696e-01	2.716221e-11
6.747709e-01	3.989268e-11
6.747822e-01	2.235197e-11
6.747895e-01	3.098685e-11
6.747953e-01	4.848644e-11
6.747960e-01	2.375547e-11
6.748057e-01	4.734612e-11
6.748066e-01	3.919850e-11
6.748199e-01	2.579944e-11
6.748210e-01	4.853223e-11
6.748319e-01	1.838554e-11
6.748320e-01	2.090155e-11
6.748326e-01	1.914925e-11
6.748340e-01	2.424300e-11
6.748445e-01	3.847072e-11
6.748447e-01	5.740068e-11
6.748448e-01	3.046559e-11
6.748575e-01	3.286400e-11
6.748581e-01	3.152855e-11
6.748600e-01	4.213004e-11
6.748633e-01	5.829725e-11
6.748637e-01	2.354681e-11
6.748649e-01	2.119140e-11
6.748662e-01	2.483948e-11
6.748662e-01	2.804360e-11
6.748834e-01	4.101666e-11
6.748840e-01	1.926145e-11
6.748917e-01	2.785114e-11
6.749043e-01	2.356909e-11
6.749083e-01	3.298759e-11
6.749083e-01	4.509538e-11
6.749083e-01	4.783922e-11
6.749083e-01	3.117356e-11
6.749083e-01	2.851363e-11
6.749115e-01	3.455406e-11
6.749174e-01	5.070124e-11
6.749279e-01	4.641920e-11
6.749287e-01	4.318817e-11
6.749304e-01	1.673138e-11
6.749306e-01	2.965134e-11
6.749307e-01	2.742971e-11
6.749307e-01	3.134460e-11
6.749308e-01	3.446918e-11
6.749328e-01	4.479124e-11
6.749331e-01	2.807258e-11
6.749339e-01	3.061276e-11
6.749341e-01	5.271390e-11
6.749350e-01	5.621245e-11
6.749352e-01	3.155301e-11
6.749419e-01	2.579920e-11
6.749431e-01	4.578503e-11
6.749539e-01	1.828351e-11
6.749541e-01	2.099521e-11
6.749546e-01	1.979200e-11
6.749562e-01	2.496095e-11
6.749666e-01	4.428818e-11
6.749668e-01	5.766785e-11
6.749669e-01	3.161701e-11
6.749796e-01	3.235421e-11
6.749802e-01	3.314239e-11
6.749821e-01	4.681312e-11
6.749854e-01	5.938566e-11
6.749859e-01	2.430470e-11
6.749870e-01	2.199278e-11
6.749882e-01	3.160758e-11
6.749883e-01	2.621625e-11
6.750054e-01	4.129366e-11
6.750062e-01	1.897918e-11
6.750137e-01	2.882330e-11
6.750264e-01	2.465009e-11
6.750336e-01	3.884264e-11
6.750395e-01	5.202441e-11
6.750500e-01	4.557744e-11
6.750508e-01	4.831976e-11
6.750641e-01	2.594298e-11
6.750653e-01	4.377150e-11
6.750760e-01	1.804702e-11
6.750762e-01	2.091888e-11
6.750767e-01	2.030154e-11
6.750783e-01	2.592373e-11
6.750887e-01	4.982261e-11
6.750889e-01	5.739321e-11
6.750891e-01	3.281983e-11
6.750959e-01	2.137051e-11
6.750995e-01	3.896765e-11
6.751018e-01	3.162557e-11
6.751024e-01	3.406529e-11
6.751043e-01	4.882495e-11
6.751080e-01	2.485820e-11
6.751091e-01	2.301666e-11
6.751103e-01	3.548261e-11
6.751104e-01	2.739532e-11
6.751247e-01	2.505917e-11
6.751275e-01	4.184651e-11
6.751283e-01	1.873638e-11
6.751359e-01	3.011286e-11
6.751486e-01	2.545578e-11
6.751557e-01	4.358003e-11
6.751617e-01	5.241783e-11
6.751722e-01	4.500779e-11
6.751730e-01	5.430371e-11
6.751863e-01	2.639295e-11
6.751875e-01	4.283454e-11
6.751982e-01	1.777326e-11
6.751983e-01	2.052741e-11
6.751989e-01	2.060271e-11
6.752006e-01	2.712262e-11
6.752109e-01	5.380507e-11
6.752111e-01	5.692613e-11
6.752113e-01	3.408511e-11
6.752240e-01	3.081105e-11
6.752246e-01	3.410627e-11
6.752265e-01	4.879979e-11
6.752303e-01	2.541331e-11
6.752313e-01	2.417278e-11
6.752324e-01	3.945522e-11
6.752326e-01	2.859061e-11
6.752371e-01	4.238411e-11
6.752371e-01	4.899161e-11
6.752371e-01	5.287511e-11
6.752371e-01	3.898124e-11
6.752371e-01	3.302978e-11
6.752496e-01	4.286972e-11
6.752506e-01	1.863544e-11
6.752580e-01	3.167010e-11
6.752593e-01	1.849976e-11
6.752595e-01	3.113258e-11
6.752596e-01	3.201254e-11
6.752596e-01	3.043190e-11
6.752598e-01	3.428959e-11
6.752618e-01	5.465263e-11
6.752621e-01	2.987324e-11
6.752628e-01	3.456947e-11
6.752630e-01	5.352517e-11
6.752641e-01	3.179176e-11
6.752707e-01	2.595949e-11
6.752779e-01	4.830815e-11
6.752839e-01	5.172652e-11
6.752945e-01	4.521465e-11
6.753085e-01	2.738429e-11
6.753098e-01	4.336719e-11
6.753204e-01	1.758028e-11
6.753205e-01	2.004694e-11
6.753211e-01	2.075046e-11
6.753228e-01	2.871534e-11
6.753332e-01	5.596868e-11
6.753334e-01	5.649298e-11
6.753335e-01	3.548080e-11
6.753463e-01	3.004906e-11
6.753469e-01	3.317462e-11
6.753488e-01	4.659994e-11
6.753526e-01	2.580670e-11
6.753535e-01	2.532361e-11
6.753546e-01	4.252304e-11
6.753548e-01	2.973952e-11
6.753717e-01	4.470498e-11
6.753729e-01	1.878748e-11
6.753803e-01	3.427824e-11
6.753930e-01	2.625742e-11
6.754001e-01	5.246260e-11
6.754062e-01	5.062017e-11
6.754105e-01	5.406672e-11
6.754168e-01	4.652835e-11
6.754249e-01	2.122416e-11
6.754283e-01	4.305239e-11
6.754307e-01	2.914920e-11
6.754321e-01	4.523620e-11
6.754427e-01	1.751466e-11
6.754428e-01	1.952514e-11
6.754434e-01	2.078797e-11
6.754451e-01	3.091135e-11
6.754537e-01	2.495400e-11
6.754555e-01	5.649955e-11
6.754557e-01	5.640660e-11
6.754558e-01	3.731744e-11
6.754686e-01	2.961169e-11
6.754692e-01	3.206353e-11
6.754711e-01	4.327044e-11
6.754749e-01	2.590700e-11
6.754757e-01	2.658336e-11
6.754768e-01	4.490980e-11
6.754771e-01	3.084030e-11
6.754939e-01	4.701336e-11
6.754952e-01	1.923399e-11
6.755025e-01	3.670117e-11
6.755153e-01	2.652188e-11
6.755224e-01	5.604516e-11
6.755285e-01	4.849349e-11
6.755329e-01	4.837673e-11
6.755392e-01	4.864836e-11
6.755531e-01	3.204647e-11
6.755544e-01	4.835037e-11
