# JWST blank sky Saha et al.
# https://arxiv.org/pdf/2503.14582
# mass [eV]     photon coupling [GeV^-1]
# Limits from https://arxiv.org/abs/2503.14582
# mass [eV]	photon coupling [GeV^-1]
1.115789e+00	4.645386e-11
1.115817e+00	5.040969e-11
1.115835e+00	3.948107e-11
1.115845e+00	1.938220e-11
1.115848e+00	5.839675e-11
1.115848e+00	3.033339e-11
1.115862e+00	2.545682e-11
1.115865e+00	5.255724e-11
1.115865e+00	2.933221e-11
1.115875e+00	2.915282e-11
1.115875e+00	2.037211e-11
1.115885e+00	5.178904e-11
1.115886e+00	4.392668e-11
1.115903e+00	3.272238e-11
1.115910e+00	3.718901e-11
1.115910e+00	3.057589e-11
1.115929e+00	2.285035e-11
1.115945e+00	1.726234e-11
1.115946e+00	2.378561e-11
1.115947e+00	3.255573e-11
1.115961e+00	4.857974e-11
1.115963e+00	4.712857e-11
1.115967e+00	5.068743e-11
1.115967e+00	4.065608e-11
1.115967e+00	4.875444e-11
1.115967e+00	3.655508e-11
1.115967e+00	4.495150e-11
1.115972e+00	4.947122e-11
1.115987e+00	4.873552e-11
1.115992e+00	5.304876e-11
1.115992e+00	4.590047e-11
1.115996e+00	3.747058e-11
1.115996e+00	3.988904e-11
1.115996e+00	3.528594e-11
1.115997e+00	5.641304e-11
1.115998e+00	1.897520e-11
1.115998e+00	5.137781e-11
1.116000e+00	5.342837e-11
1.116016e+00	5.193103e-11
1.116033e+00	3.894131e-11
1.116043e+00	2.061587e-11
1.116047e+00	5.866218e-11
1.116047e+00	3.253742e-11
1.116054e+00	3.003480e-11
1.116054e+00	4.044359e-11
1.116061e+00	2.724685e-11
1.116064e+00	4.976268e-11
1.116064e+00	3.142050e-11
1.116073e+00	2.822048e-11
1.116074e+00	2.102037e-11
1.116084e+00	5.194422e-11
1.116084e+00	4.616786e-11
1.116101e+00	3.566900e-11
1.116128e+00	2.822868e-11
1.116145e+00	2.351657e-11
1.116146e+00	3.334923e-11
1.116151e+00	4.392138e-11
1.116159e+00	5.044047e-11
1.116171e+00	5.051667e-11
1.116186e+00	4.980847e-11
1.116215e+00	5.349383e-11
1.116232e+00	3.770862e-11
1.116242e+00	2.238481e-11
1.116246e+00	5.792743e-11
1.116246e+00	3.400738e-11
1.116260e+00	2.917139e-11
1.116263e+00	4.733857e-11
1.116263e+00	3.380580e-11
1.116272e+00	2.776399e-11
1.116273e+00	2.153182e-11
1.116283e+00	5.074341e-11
1.116283e+00	4.778668e-11
1.116300e+00	3.818419e-11
1.116326e+00	3.309826e-11
1.116344e+00	2.336514e-11
1.116345e+00	3.364335e-11
1.116358e+00	5.337211e-11
1.116369e+00	5.146014e-11
1.116385e+00	4.963915e-11
1.116410e+00	5.847343e-11
1.116413e+00	5.493177e-11
1.116424e+00	5.988913e-11
1.116431e+00	3.539738e-11
1.116441e+00	2.465650e-11
1.116442e+00	4.593177e-11
1.116442e+00	3.964443e-11
1.116445e+00	5.666172e-11
1.116445e+00	3.442492e-11
1.116459e+00	3.098507e-11
1.116462e+00	4.537082e-11
1.116462e+00	3.629856e-11
1.116471e+00	2.788050e-11
1.116472e+00	2.135405e-11
1.116477e+00	1.805179e-11
1.116482e+00	4.854992e-11
1.116482e+00	4.901184e-11
1.116496e+00	3.875014e-11
1.116499e+00	5.428553e-11
1.116499e+00	4.057181e-11
1.116499e+00	4.424175e-11
1.116499e+00	3.513167e-11
1.116499e+00	4.264972e-11
1.116499e+00	4.029483e-11
1.116525e+00	5.767637e-11
1.116525e+00	4.362241e-11
1.116525e+00	3.606994e-11
1.116528e+00	4.278738e-11
1.116529e+00	4.601962e-11
1.116529e+00	3.574034e-11
1.116529e+00	5.571232e-11
1.116530e+00	2.065104e-11
1.116531e+00	5.129355e-11
1.116543e+00	2.372443e-11
1.116544e+00	3.319614e-11
1.116553e+00	5.482661e-11
1.116557e+00	5.763958e-11
1.116568e+00	5.213663e-11
1.116584e+00	4.841243e-11
1.116586e+00	3.207724e-11
1.116586e+00	4.102900e-11
1.116609e+00	5.700481e-11
1.116612e+00	5.653597e-11
1.116623e+00	5.441277e-11
1.116630e+00	3.243610e-11
1.116640e+00	2.765257e-11
1.116644e+00	5.939665e-11
1.116644e+00	5.466915e-11
1.116644e+00	3.390532e-11
1.116646e+00	5.565462e-11
1.116658e+00	3.235070e-11
1.116661e+00	3.838548e-11
1.116661e+00	4.311377e-11
1.116668e+00	5.630493e-11
1.116670e+00	2.857944e-11
1.116671e+00	2.062189e-11
1.116681e+00	4.529940e-11
1.116681e+00	4.932412e-11
1.116683e+00	4.753394e-11
1.116689e+00	5.967437e-11
1.116698e+00	4.188155e-11
1.116724e+00	3.724456e-11
1.116741e+00	2.436881e-11
1.116743e+00	3.255271e-11
1.116752e+00	5.070405e-11
1.116767e+00	5.260111e-11
1.116783e+00	4.603849e-11
1.116808e+00	5.520717e-11
1.116811e+00	5.792466e-11
1.116822e+00	5.017693e-11
1.116829e+00	2.874451e-11
1.116839e+00	3.117621e-11
1.116842e+00	5.829190e-11
1.116843e+00	5.164878e-11
1.116843e+00	3.270242e-11
1.116845e+00	4.965601e-11
1.116849e+00	5.597923e-11
1.116857e+00	3.296001e-11
1.116860e+00	3.984416e-11
1.116860e+00	4.066195e-11
1.116867e+00	4.979503e-11
1.116869e+00	2.954963e-11
1.116870e+00	1.953073e-11
1.116880e+00	4.859865e-11
1.116880e+00	4.214739e-11
1.116888e+00	5.216034e-11
1.116898e+00	4.284728e-11
1.116923e+00	3.682080e-11
1.116940e+00	2.539432e-11
1.116942e+00	3.229094e-11
1.116951e+00	4.761379e-11
1.116966e+00	5.337263e-11
1.116974e+00	5.305375e-11
1.116974e+00	4.637118e-11
1.116982e+00	4.269468e-11
1.117007e+00	5.366368e-11
1.117010e+00	1.924826e-11
1.117010e+00	5.930324e-11
1.117021e+00	4.704213e-11
1.117028e+00	3.501347e-11
1.117028e+00	2.545090e-11
1.117032e+00	5.196612e-11
1.117032e+00	3.908849e-11
1.117032e+00	4.015171e-11
1.117032e+00	3.242921e-11
1.117032e+00	3.818030e-11
1.117038e+00	3.469353e-11
1.117041e+00	5.727414e-11
1.117042e+00	4.771700e-11
1.117042e+00	3.151872e-11
1.117045e+00	4.259831e-11
1.117048e+00	4.940045e-11
1.117056e+00	3.266470e-11
1.117058e+00	5.611506e-11
1.117058e+00	4.267012e-11
1.117059e+00	4.034605e-11
1.117059e+00	3.788507e-11
1.117061e+00	4.768832e-11
1.117062e+00	5.422561e-11
1.117062e+00	3.492682e-11
1.117062e+00	5.230700e-11
1.117063e+00	2.560392e-11
1.117064e+00	4.920019e-11
1.117067e+00	4.569468e-11
1.117069e+00	3.136719e-11
1.117069e+00	1.821981e-11
1.117079e+00	4.659872e-11
1.117079e+00	3.919627e-11
1.117087e+00	4.483016e-11
1.117097e+00	4.336917e-11
1.117118e+00	3.116577e-11
1.117119e+00	4.036143e-11
1.117122e+00	3.510332e-11
1.117139e+00	2.644016e-11
1.117142e+00	3.263782e-11
1.117151e+00	4.494371e-11
1.117166e+00	5.493958e-11
1.117182e+00	3.843719e-11
1.117207e+00	5.243707e-11
1.117217e+00	4.721002e-11
1.117220e+00	4.486709e-11
1.117228e+00	2.295100e-11
1.117237e+00	3.694227e-11
1.117240e+00	5.612429e-11
1.117241e+00	4.268333e-11
1.117241e+00	3.009390e-11
1.117244e+00	3.538694e-11
1.117248e+00	4.355949e-11
1.117255e+00	3.153490e-11
1.117258e+00	4.005239e-11
1.117258e+00	3.552386e-11
1.117266e+00	4.415392e-11
1.117268e+00	3.346519e-11
1.117268e+00	1.696806e-11
1.117278e+00	4.328582e-11
1.117278e+00	3.664859e-11
1.117286e+00	3.888953e-11
1.117296e+00	4.371922e-11
1.117321e+00	3.235840e-11
1.117339e+00	2.751606e-11
1.117341e+00	3.391694e-11
1.117350e+00	4.321935e-11
1.117365e+00	5.734758e-11
1.117381e+00	3.401009e-11
1.117406e+00	5.170861e-11
1.117419e+00	4.371705e-11
1.117427e+00	2.097395e-11
1.117435e+00	5.805815e-11
1.117437e+00	3.756733e-11
1.117440e+00	5.499510e-11
1.117441e+00	3.664569e-11
1.117441e+00	2.905222e-11
1.117443e+00	3.024899e-11
1.117447e+00	3.877386e-11
1.117454e+00	2.980930e-11
1.117457e+00	3.907059e-11
1.117457e+00	3.311728e-11
1.117465e+00	4.457204e-11
1.117467e+00	3.520537e-11
1.117468e+00	1.601121e-11
1.117477e+00	3.896398e-11
1.117478e+00	3.506755e-11
1.117486e+00	3.432625e-11
1.117495e+00	4.373978e-11
1.117507e+00	5.702471e-11
1.117507e+00	4.834320e-11
1.117521e+00	2.866747e-11
1.117538e+00	2.862163e-11
1.117540e+00	3.449965e-11
1.117543e+00	2.123839e-11
1.117549e+00	4.237032e-11
1.117562e+00	3.495270e-11
1.117565e+00	4.396997e-11
1.117565e+00	3.630398e-11
1.117565e+00	3.772819e-11
1.117565e+00	3.109336e-11
1.117565e+00	3.342559e-11
1.117580e+00	2.995880e-11
1.117589e+00	5.402980e-11
1.117592e+00	5.146558e-11
1.117592e+00	4.027488e-11
1.117595e+00	5.390564e-11
1.117595e+00	5.924709e-11
1.117595e+00	3.457860e-11
1.117596e+00	4.713235e-11
1.117597e+00	3.401616e-11
1.117597e+00	4.460861e-11
1.117605e+00	5.089105e-11
1.117619e+00	4.338481e-11
1.117626e+00	1.982261e-11
1.117634e+00	5.536984e-11
1.117636e+00	3.663731e-11
1.117639e+00	5.397674e-11
1.117640e+00	3.150093e-11
1.117640e+00	2.819213e-11
1.117642e+00	2.721804e-11
1.117646e+00	3.496585e-11
1.117651e+00	2.925850e-11
1.117652e+00	3.903809e-11
1.117653e+00	2.778820e-11
1.117656e+00	3.780895e-11
1.117657e+00	3.115965e-11
1.117665e+00	4.715969e-11
1.117667e+00	3.650823e-11
1.117667e+00	1.545413e-11
1.117676e+00	3.545548e-11
1.117677e+00	3.454077e-11
1.117685e+00	3.087360e-11
1.117695e+00	4.341556e-11
1.117720e+00	2.488089e-11
1.117737e+00	2.964605e-11
1.117740e+00	3.705631e-11
1.117749e+00	4.179399e-11
1.117750e+00	4.619313e-11
1.117780e+00	2.674092e-11
1.117805e+00	5.045713e-11
1.117818e+00	4.385759e-11
1.117826e+00	1.934491e-11
1.117834e+00	5.364751e-11
1.117836e+00	3.447842e-11
1.117838e+00	5.312855e-11
1.117839e+00	2.746991e-11
1.117839e+00	2.751647e-11
1.117842e+00	2.555752e-11
1.117846e+00	3.211383e-11
1.117852e+00	2.573737e-11
1.117855e+00	3.659311e-11
1.117856e+00	2.966164e-11
1.117864e+00	5.209920e-11
1.117866e+00	3.759615e-11
1.117867e+00	1.534064e-11
1.117876e+00	3.230761e-11
1.117877e+00	3.489714e-11
1.117884e+00	2.844319e-11
1.117894e+00	4.291085e-11
1.117919e+00	2.193537e-11
1.117936e+00	3.043601e-11
1.117939e+00	3.968029e-11
1.117948e+00	4.176957e-11
1.117979e+00	2.453529e-11
1.118004e+00	5.034311e-11
1.118018e+00	4.399657e-11
1.118025e+00	1.962091e-11
1.118033e+00	5.302560e-11
1.118035e+00	3.205409e-11
1.118037e+00	5.234290e-11
1.118039e+00	2.458731e-11
1.118039e+00	2.711845e-11
1.118041e+00	5.761404e-11
1.118041e+00	4.751852e-11
1.118041e+00	2.487128e-11
1.118045e+00	2.996043e-11
1.118052e+00	2.382600e-11
1.118055e+00	3.572184e-11
1.118056e+00	2.861867e-11
1.118064e+00	5.825665e-11
1.118066e+00	3.831302e-11
1.118066e+00	1.574211e-11
1.118075e+00	3.024338e-11
1.118076e+00	3.601580e-11
1.118077e+00	2.427936e-11
1.118084e+00	2.673755e-11
1.118094e+00	4.252109e-11
1.118096e+00	3.781049e-11
1.118099e+00	3.217332e-11
1.118099e+00	3.266559e-11
1.118099e+00	3.642378e-11
1.118099e+00	3.127581e-11
1.118099e+00	3.140036e-11
1.118119e+00	1.985711e-11
1.118124e+00	5.328558e-11
1.118126e+00	4.599165e-11
1.118126e+00	3.401606e-11
1.118129e+00	5.840197e-11
1.118129e+00	5.732882e-11
1.118130e+00	3.531757e-11
1.118130e+00	3.980197e-11
1.118131e+00	4.172152e-11
1.118131e+00	4.007407e-11
1.118136e+00	3.079843e-11
1.118139e+00	4.153956e-11
1.118148e+00	4.228585e-11
1.118179e+00	2.290015e-11
1.118185e+00	2.642959e-11
1.118185e+00	3.712632e-11
1.118204e+00	5.030229e-11
1.118217e+00	4.614863e-11
1.118225e+00	2.059184e-11
1.118233e+00	5.350168e-11
1.118235e+00	3.004731e-11
1.118237e+00	5.132420e-11
1.118238e+00	2.235694e-11
1.118239e+00	2.682352e-11
1.118241e+00	2.481749e-11
1.118245e+00	2.863120e-11
1.118251e+00	2.213203e-11
1.118254e+00	3.502382e-11
1.118255e+00	2.804854e-11
1.118265e+00	3.900178e-11
1.118266e+00	1.683927e-11
1.118274e+00	2.886309e-11
1.118276e+00	3.809881e-11
1.118284e+00	2.554385e-11
1.118284e+00	4.411724e-11
1.118294e+00	4.214721e-11
1.118318e+00	1.834997e-11
1.118335e+00	3.107097e-11
1.118338e+00	4.258628e-11
1.118348e+00	4.362386e-11
1.118378e+00	2.169909e-11
1.118403e+00	5.058341e-11
1.118417e+00	4.914487e-11
1.118425e+00	2.214606e-11
1.118432e+00	5.471035e-11
1.118434e+00	2.854147e-11
1.118436e+00	5.015074e-11
1.118438e+00	2.072333e-11
1.118438e+00	2.671604e-11
1.118441e+00	2.524709e-11
1.118444e+00	2.794812e-11
1.118451e+00	2.068442e-11
1.118454e+00	3.460826e-11
1.118455e+00	2.809682e-11
1.118465e+00	3.983068e-11
1.118465e+00	1.878542e-11
1.118474e+00	2.804966e-11
1.118476e+00	4.041581e-11
1.118483e+00	2.481466e-11
1.118493e+00	4.225849e-11
1.118518e+00	1.746511e-11
1.118535e+00	3.097628e-11
1.118538e+00	4.278104e-11
1.118547e+00	4.558650e-11
1.118575e+00	5.408897e-11
1.118575e+00	4.639070e-11
1.118578e+00	2.087725e-11
1.118603e+00	5.086430e-11
1.118611e+00	2.852607e-11
1.118616e+00	5.262794e-11
1.118624e+00	2.429797e-11
1.118630e+00	4.186757e-11
1.118632e+00	5.642087e-11
1.118633e+00	2.565688e-11
1.118633e+00	2.852440e-11
1.118633e+00	3.483744e-11
1.118633e+00	3.197583e-11
1.118633e+00	3.095204e-11
1.118634e+00	2.790523e-11
1.118636e+00	4.826211e-11
1.118638e+00	1.953574e-11
1.118638e+00	2.669662e-11
1.118640e+00	2.604563e-11
1.118644e+00	2.744784e-11
1.118650e+00	1.947277e-11
1.118653e+00	3.446022e-11
1.118654e+00	5.767890e-11
1.118655e+00	2.858073e-11
1.118658e+00	5.802870e-11
1.118660e+00	4.086068e-11
1.118660e+00	2.707282e-11
1.118663e+00	5.901154e-11
1.118664e+00	4.917003e-11
1.118664e+00	3.971725e-11
1.118664e+00	3.004437e-11
1.118665e+00	4.096026e-11
1.118665e+00	2.169502e-11
1.118666e+00	4.494918e-11
1.118666e+00	3.984834e-11
1.118668e+00	5.766713e-11
1.118674e+00	2.766259e-11
1.118675e+00	4.229969e-11
1.118683e+00	2.442630e-11
1.118693e+00	4.164682e-11
1.118717e+00	1.666548e-11
1.118719e+00	2.353628e-11
1.118720e+00	3.458745e-11
1.118734e+00	3.098265e-11
1.118738e+00	4.224556e-11
1.118747e+00	4.809118e-11
1.118778e+00	2.014828e-11
1.118803e+00	5.134492e-11
1.118816e+00	5.631987e-11
1.118819e+00	4.062851e-11
1.118824e+00	2.606821e-11
1.118832e+00	5.832640e-11
1.118834e+00	2.782651e-11
1.118835e+00	4.549781e-11
1.118838e+00	1.861373e-11
1.118838e+00	2.679820e-11
1.118840e+00	2.692803e-11
1.118844e+00	2.737100e-11
1.118850e+00	1.848346e-11
1.118853e+00	3.446826e-11
1.118854e+00	5.445892e-11
1.118854e+00	2.911519e-11
1.118864e+00	4.200988e-11
1.118865e+00	2.535847e-11
1.118873e+00	2.742421e-11
1.118875e+00	4.275720e-11
1.118883e+00	2.432239e-11
1.118893e+00	4.063417e-11
1.118917e+00	1.594872e-11
1.118934e+00	3.081854e-11
1.118938e+00	4.153089e-11
1.118947e+00	5.109277e-11
1.118978e+00	1.939722e-11
1.119003e+00	5.199008e-11
1.119016e+00	5.999795e-11
1.119024e+00	2.781982e-11
1.119032e+00	5.970291e-11
1.119034e+00	2.846379e-11
1.119035e+00	4.208957e-11
1.119037e+00	1.794384e-11
1.119037e+00	2.685787e-11
1.119040e+00	2.772954e-11
1.119044e+00	2.768092e-11
1.119050e+00	1.770228e-11
1.119053e+00	3.461201e-11
1.119054e+00	5.255819e-11
1.119054e+00	2.997958e-11
1.119064e+00	4.307512e-11
1.119065e+00	2.910368e-11
1.119073e+00	2.773409e-11
1.119075e+00	4.146031e-11
1.119083e+00	2.447976e-11
1.119093e+00	3.940136e-11
1.119109e+00	4.846466e-11
1.119109e+00	4.508955e-11
1.119117e+00	1.536596e-11
1.119134e+00	3.049633e-11
1.119138e+00	4.068980e-11
1.119145e+00	3.295003e-11
1.119147e+00	5.492546e-11
1.119165e+00	4.364393e-11
1.119168e+00	2.731103e-11
1.119168e+00	2.487203e-11
1.119168e+00	3.437485e-11
1.119168e+00	3.226004e-11
1.119168e+00	2.999947e-11
1.119177e+00	1.850739e-11
1.119195e+00	3.719494e-11
1.119195e+00	2.436560e-11
1.119199e+00	5.633216e-11
1.119199e+00	4.257990e-11
1.119199e+00	4.925604e-11
1.119200e+00	2.436816e-11
1.119201e+00	4.516296e-11
1.119201e+00	4.281172e-11
1.119203e+00	5.274544e-11
1.119203e+00	4.372885e-11
1.119224e+00	2.945470e-11
1.119233e+00	2.954641e-11
1.119235e+00	3.848657e-11
1.119237e+00	1.752407e-11
1.119237e+00	2.641445e-11
1.119240e+00	2.860141e-11
1.119244e+00	2.837734e-11
1.119250e+00	1.712158e-11
1.119253e+00	3.472422e-11
1.119254e+00	5.120951e-11
1.119254e+00	2.172676e-11
1.119254e+00	3.125324e-11
1.119254e+00	3.013559e-11
1.119264e+00	4.418446e-11
1.119265e+00	3.182894e-11
1.119273e+00	2.799681e-11
1.119275e+00	3.874765e-11
1.119283e+00	2.474214e-11
1.119293e+00	3.805391e-11
1.119316e+00	1.478651e-11
1.119334e+00	2.978521e-11
1.119338e+00	4.063621e-11
1.119347e+00	5.924153e-11
1.119354e+00	3.599710e-11
1.119377e+00	1.760704e-11
1.119403e+00	5.362644e-11
1.119424e+00	3.080435e-11
1.119433e+00	3.154466e-11
1.119434e+00	3.531309e-11
1.119437e+00	1.738008e-11
1.119437e+00	2.585364e-11
1.119440e+00	2.984946e-11
1.119444e+00	2.956286e-11
1.119450e+00	1.673692e-11
1.119452e+00	3.461618e-11
1.119454e+00	5.053916e-11
1.119454e+00	3.242081e-11
1.119464e+00	4.551205e-11
1.119465e+00	3.278042e-11
1.119473e+00	2.813330e-11
1.119475e+00	3.513591e-11
1.119483e+00	2.517329e-11
1.119493e+00	3.669429e-11
1.119516e+00	1.434920e-11
1.119534e+00	2.895741e-11
1.119538e+00	4.114929e-11
1.119578e+00	1.682443e-11
1.119603e+00	5.458758e-11
1.119624e+00	3.255744e-11
1.119634e+00	3.508390e-11
1.119634e+00	3.288396e-11
1.119637e+00	1.741792e-11
1.119637e+00	2.533532e-11
1.119640e+00	3.177224e-11
1.119644e+00	3.138947e-11
1.119644e+00	4.694132e-11
1.119644e+00	4.251088e-11
1.119649e+00	1.654579e-11
1.119652e+00	3.407654e-11
1.119654e+00	5.017528e-11
1.119654e+00	3.363750e-11
1.119664e+00	4.654248e-11
1.119665e+00	3.220121e-11
1.119673e+00	2.846617e-11
1.119675e+00	3.154953e-11
1.119680e+00	3.537198e-11
1.119683e+00	2.563198e-11
1.119693e+00	3.569257e-11
1.119700e+00	4.493850e-11
1.119704e+00	3.363551e-11
1.119704e+00	2.245825e-11
1.119704e+00	3.518274e-11
1.119704e+00	3.292279e-11
1.119704e+00	2.885615e-11
1.119716e+00	1.385085e-11
1.119731e+00	3.488953e-11
1.119731e+00	2.498108e-11
1.119731e+00	5.424884e-11
1.119734e+00	2.774939e-11
1.119734e+00	5.229650e-11
1.119735e+00	3.872060e-11
1.119735e+00	5.920556e-11
1.119735e+00	2.314766e-11
1.119736e+00	4.334425e-11
1.119737e+00	4.514985e-11
1.119738e+00	4.181102e-11
1.119739e+00	3.701664e-11
1.119778e+00	1.621020e-11
1.119789e+00	2.213514e-11
1.119789e+00	2.346435e-11
1.119803e+00	5.572002e-11
1.119824e+00	3.459414e-11
1.119834e+00	4.051953e-11
1.119834e+00	3.123897e-11
1.119838e+00	1.788986e-11
1.119838e+00	2.480519e-11
1.119840e+00	3.408753e-11
1.119844e+00	3.392946e-11
1.119849e+00	1.654729e-11
1.119852e+00	3.367847e-11
1.119854e+00	4.991321e-11
1.119854e+00	3.557192e-11
1.119865e+00	4.753273e-11
1.119865e+00	3.117467e-11
1.119873e+00	2.858610e-11
1.119876e+00	2.874204e-11
1.119883e+00	2.609717e-11
1.119890e+00	3.274699e-11
1.119893e+00	3.551665e-11
1.119916e+00	1.349095e-11
1.119934e+00	2.613583e-11
1.119938e+00	4.270467e-11
1.119978e+00	1.586737e-11
1.120003e+00	5.690167e-11
1.120025e+00	3.721742e-11
1.120034e+00	4.725672e-11
1.120034e+00	3.019414e-11
1.120038e+00	1.852980e-11
1.120038e+00	2.440269e-11
1.120040e+00	3.730868e-11
1.120044e+00	3.737966e-11
1.120050e+00	1.673539e-11
1.120053e+00	3.353910e-11
1.120054e+00	5.000282e-11
1.120054e+00	3.792793e-11
1.120065e+00	4.866258e-11
1.120065e+00	2.994354e-11
1.120073e+00	2.879061e-11
1.120076e+00	2.668733e-11
1.120083e+00	2.648342e-11
1.120094e+00	3.635922e-11
1.120116e+00	1.332758e-11
1.120134e+00	2.389610e-11
1.120139e+00	4.371457e-11
1.120178e+00	1.580435e-11
1.120180e+00	5.114692e-11
1.120180e+00	3.799014e-11
1.120203e+00	5.773654e-11
1.120216e+00	3.437942e-11
1.120225e+00	4.020399e-11
1.120234e+00	5.383724e-11
1.120234e+00	2.958938e-11
1.120236e+00	4.548873e-11
1.120238e+00	1.937726e-11
1.120238e+00	2.417835e-11
1.120239e+00	3.582249e-11
1.120239e+00	2.132691e-11
1.120239e+00	3.792301e-11
1.120239e+00	3.302306e-11
1.120239e+00	2.908969e-11
1.120241e+00	4.046312e-11
1.120244e+00	4.210861e-11
1.120250e+00	1.709909e-11
1.120253e+00	3.381396e-11
1.120254e+00	5.013192e-11
1.120255e+00	4.040590e-11
1.120265e+00	5.004370e-11
1.120266e+00	2.906236e-11
1.120267e+00	3.261685e-11
1.120267e+00	2.783963e-11
1.120267e+00	4.559577e-11
1.120270e+00	4.849476e-11
1.120271e+00	3.388870e-11
1.120271e+00	2.484598e-11
1.120273e+00	3.987911e-11
1.120273e+00	4.326458e-11
1.120273e+00	2.900411e-11
1.120275e+00	3.520952e-11
1.120276e+00	2.541397e-11
1.120284e+00	2.686182e-11
1.120294e+00	3.831814e-11
1.120317e+00	1.340567e-11
1.120325e+00	2.364048e-11
1.120325e+00	1.785501e-11
1.120334e+00	2.117415e-11
1.120339e+00	4.443674e-11
1.120378e+00	1.614086e-11
1.120404e+00	5.852025e-11
1.120425e+00	4.351316e-11
1.120426e+00	3.338800e-11
1.120434e+00	5.990439e-11
1.120435e+00	2.934820e-11
1.120438e+00	2.046059e-11
1.120438e+00	2.400744e-11
1.120441e+00	4.328986e-11
1.120445e+00	4.745214e-11
1.120450e+00	1.761560e-11
1.120453e+00	3.470698e-11
1.120455e+00	5.039656e-11
1.120455e+00	4.244221e-11
1.120466e+00	5.162371e-11
1.120466e+00	2.895745e-11
1.120473e+00	2.923622e-11
1.120477e+00	2.476299e-11
1.120484e+00	2.723414e-11
1.120494e+00	4.124436e-11
1.120517e+00	1.376801e-11
1.120534e+00	1.877035e-11
1.120539e+00	4.445321e-11
1.120579e+00	1.693354e-11
1.120604e+00	5.922878e-11
1.120615e+00	5.801587e-11
1.120626e+00	4.691233e-11
1.120635e+00	2.959659e-11
1.120639e+00	2.153435e-11
1.120639e+00	2.387557e-11
1.120641e+00	4.581687e-11
1.120645e+00	5.271825e-11
1.120650e+00	1.824582e-11
1.120653e+00	3.638734e-11
1.120655e+00	5.032193e-11
1.120656e+00	4.354166e-11
1.120666e+00	5.319251e-11
1.120667e+00	2.978663e-11
1.120674e+00	2.943163e-11
1.120677e+00	2.445721e-11
1.120684e+00	2.763944e-11
1.120695e+00	4.451940e-11
1.120716e+00	5.662548e-11
1.120716e+00	3.325527e-11
1.120717e+00	1.440036e-11
1.120734e+00	1.692748e-11
1.120740e+00	4.406381e-11
1.120752e+00	3.535786e-11
1.120772e+00	4.783574e-11
1.120776e+00	3.325227e-11
1.120776e+00	2.208866e-11
1.120776e+00	4.292893e-11
1.120776e+00	3.192731e-11
1.120776e+00	3.166683e-11
1.120779e+00	1.834202e-11
1.120792e+00	5.824115e-11
1.120804e+00	3.066720e-11
1.120804e+00	3.199264e-11
1.120804e+00	4.779351e-11
1.120804e+00	5.983044e-11
1.120807e+00	4.624853e-11
1.120807e+00	3.028159e-11
1.120808e+00	5.389315e-11
1.120808e+00	2.978973e-11
1.120809e+00	3.535202e-11
1.120810e+00	3.972144e-11
1.120811e+00	3.904282e-11
1.120815e+00	5.417357e-11
1.120826e+00	5.000370e-11
1.120835e+00	2.995150e-11
1.120839e+00	2.251768e-11
1.120839e+00	2.412467e-11
1.120842e+00	4.760358e-11
1.120846e+00	5.661427e-11
1.120851e+00	1.893143e-11
1.120854e+00	3.886312e-11
1.120856e+00	4.958662e-11
1.120856e+00	4.319966e-11
1.120861e+00	2.557645e-11
1.120861e+00	1.521898e-11
1.120867e+00	5.442051e-11
1.120867e+00	3.102449e-11
1.120874e+00	2.995178e-11
1.120878e+00	2.465480e-11
1.120885e+00	2.797663e-11
1.120895e+00	4.749832e-11
1.120918e+00	1.557467e-11
1.120935e+00	1.556155e-11
1.120940e+00	4.352938e-11
1.120963e+00	3.951708e-11
1.120980e+00	2.049809e-11
1.120992e+00	5.397356e-11
1.121016e+00	4.997608e-11
1.121027e+00	5.244206e-11
1.121036e+00	3.051036e-11
1.121040e+00	2.317974e-11
1.121040e+00	2.439297e-11
1.121042e+00	4.876830e-11
1.121046e+00	5.897404e-11
1.121051e+00	1.960135e-11
1.121054e+00	4.245294e-11
1.121056e+00	4.879220e-11
1.121057e+00	4.136483e-11
1.121067e+00	5.539884e-11
1.121068e+00	3.270334e-11
1.121074e+00	3.053749e-11
1.121078e+00	2.487089e-11
1.121086e+00	2.821563e-11
1.121096e+00	4.974275e-11
1.121118e+00	1.744321e-11
1.121135e+00	1.476415e-11
1.121141e+00	4.274254e-11
1.121150e+00	5.770946e-11
1.121181e+00	2.366677e-11
1.121193e+00	5.112362e-11
1.121217e+00	4.520402e-11
1.121227e+00	5.433351e-11
1.121236e+00	3.129014e-11
1.121240e+00	2.344601e-11
1.121241e+00	2.480909e-11
1.121243e+00	4.923573e-11
1.121252e+00	2.018159e-11
1.121253e+00	5.897647e-11
1.121253e+00	3.133479e-11
1.121255e+00	4.669670e-11
1.121257e+00	4.718254e-11
1.121257e+00	3.721008e-11
1.121268e+00	5.566372e-11
1.121268e+00	3.414063e-11
1.121275e+00	3.085953e-11
1.121279e+00	2.514132e-11
1.121286e+00	2.825392e-11
1.121289e+00	3.436741e-11
1.121294e+00	5.752189e-11
1.121297e+00	5.126137e-11
1.121309e+00	5.299422e-11
1.121313e+00	3.252445e-11
1.121313e+00	2.400425e-11
1.121313e+00	4.881147e-11
1.121313e+00	3.228535e-11
1.121313e+00	3.827571e-11
1.121319e+00	1.989709e-11
1.121336e+00	1.439779e-11
